source_page,published_date,title,url,video_url
1,2021-10-19,〈先輩がうざい後輩の話〉 しろまんた が五十嵐双葉と桜井桃子を描く！,https://febri.jp/tv/shiromanta/,https://www.youtube.com/watch?v=8TcmMa8qLoE
1,2021-06-29,〈重版出来記念〉Anmiがメイドの女の子を描く！,https://febri.jp/tv/anmi/,https://www.youtube.com/watch?v=QmPy4AVo2RM
1,2021-05-18,〈プリキュア〉川村敏江がキュアエールを描く,https://febri.jp/tv/kawamuratoshie/,https://www.youtube.com/watch?v=qByFW3gEt1k
1,2021-04-01,〈もぐす〉 美しすぎるエンディングイラストの着彩に密着,https://febri.jp/tv/mogusu/,https://www.youtube.com/watch?v=r2yY-jgZEM0
1,2021-03-18,〈斉藤健吾〉 ジャベリン&綾波＆ラフィー&Z23を描く,https://febri.jp/tv/saitokengo/,https://www.youtube.com/watch?v=GlrfFuCbwAc
1,2021-03-16,〈プリキュア〉高橋 晃がキュアスターとキュアミルキーを描く,https://febri.jp/tv/takahashiakira/,https://www.youtube.com/watch?v=1m-z6sbIZ-I
